gene_id	Apoly_gene	gene_symbol
g33661	Apoly010178	RT12_BOVIN
g33662	Apoly010179	TM116_DANRE
g33663	Apoly010180	No_ID
g33664	Apoly010181	RP25L_HUMAN
g33665	Apoly010182	SDC2B_XENLA
g33666	Apoly010183	CBPQ_XENLA
g33667	Apoly010184	DCC1_DANRE
g33668	Apoly010185	RM13_HUMAN
g33669	Apoly010186	COEA1_CHICK
g33670	Apoly010187	DPTOR_HUMAN
g33671	Apoly010188	LIMD1_RAT
g33672	Apoly010189	SYLM_PONAB
g33676	Apoly010190	CDCP1_HUMAN
g33677	Apoly010191	TETN_HUMAN
g33678	Apoly010192	FEZ2_RAT
g33679	Apoly010193	UBX11_RAT
g3368	Apoly025428	No_ID
g33680	Apoly010194	CEP85_HUMAN
g33681	Apoly010195	WDTC1_HUMAN
g33683	Apoly010197	TM222_MOUSE
g33684	Apoly010198	TPBG_MOUSE
g33685	Apoly010199	KDF1_RAT
g33686	Apoly010200	NR0B2_HUMAN
g33687	Apoly010201	GPTC3_MOUSE
g33688	Apoly010202	GPN2_DANRE
g33689	Apoly010203	ARI1A_MOUSE
g33690	Apoly010204	ZDH18_HUMAN
g33693	Apoly010205	TET5A_HUMAN
g33694	Apoly010206	TCEA3_HUMAN
g33695	Apoly010207	OPRD_HUMAN
g33696	Apoly010208	RCC1_HUMAN
g33697	Apoly010209	PHR4B_DANRE
g33699	Apoly010210	EDN2_RAT
g337	Apoly018336	GRB7_BOVIN
g3370	Apoly025429	No_ID
g33700	Apoly010211	ZEP3_HUMAN
g33702	Apoly010212	SERC1_MOUSE
g33703	Apoly010213	STMN1_PIG
g33704	Apoly010214	MPRA_CYNNE
g33706	Apoly010215	PTPRU_DANRE
g33707	Apoly010216	DCBD1_HUMAN
g33708	Apoly010217	ZN782_HUMAN
g33709	Apoly010218	ZN836_HUMAN
g3371	Apoly025430	NPNT_MOUSE
g33710	Apoly010219	ZFP2_MOUSE
g33711	Apoly010220	ZN850_HUMAN
g33712	Apoly010221	No_ID
g33713	Apoly010222	ZN283_HUMAN
g33714	Apoly010223	MYPOP_XENLA
g33715	Apoly010224	TRY3_SALSA
g33716	Apoly010225	TRY3_SALSA
g33717	Apoly010226	TRY3_SALSA
g33718	Apoly010227	TRY3_SALSA
g33719	Apoly010228	TRY3_SALSA
g3372	Apoly025431	NPNT_MOUSE
g33720	Apoly010229	TRY3_SALSA
g33721	Apoly010230	TRY3_SALSA
g33722	Apoly010231	TRY3_SALSA
g33723	Apoly010232	TRY3_SALSA
g33724	Apoly010233	TRY3_SALSA
g33725	Apoly010234	TRY3_SALSA
g33726	Apoly010235	ZN768_MOUSE
g33727	Apoly010236	No_ID
g33729	Apoly010238	ZN850_HUMAN
g3373	Apoly025432	ANPRA_HUMAN
g33731	Apoly010239	CML1_BOVIN
g33732	Apoly010240	CML1_BOVIN
g33733	Apoly010241	CML1_BOVIN
g33734	Apoly010242	CML1_BOVIN
g33735	Apoly010243	TRY2_XENLA
g33736	Apoly010244	HYAS1_XENLA
g3374	Apoly025433	WDR55_ORYLA
g33741	Apoly010246	BTG3_RAT
g33742	Apoly010247	KCNN3_PIG
g33744	Apoly010248	SMG9_SALSA
g33745	Apoly010249	No_ID
g33746	Apoly010250	LITD1_MOUSE
g33747	Apoly010251	No_ID
g33748	Apoly010252	No_ID
g3375	Apoly025434	PSIP1_BOVIN
g33752	Apoly010253	No_ID
g33754	Apoly010254	MAG_HUMAN
g33755	Apoly010255	MAG_HUMAN
g33756	Apoly010256	MAG_HUMAN
g33757	Apoly010257	MAG_HUMAN
g33759	Apoly010259	MAG_RAT
g3376	Apoly025435	TT39B_XENTR
g33760	Apoly010260	No_ID
g33761	Apoly010261	TBC15_MOUSE
g33762	Apoly010262	HSP70_ONCMY
g33763	Apoly010263	CTRL_HUMAN
g33764	Apoly010264	CML1_HUMAN
g33765	Apoly010265	LIN37_MOUSE
g33766	Apoly010266	PRSR3_HUMAN
g33767	Apoly010267	CRYAA_BRAVA
g33768	Apoly010268	PEN2_DANRE
g33769	Apoly010269	KMT2B_MOUSE
g33770	Apoly010270	IGFR1_HUMAN
g33771	Apoly010271	KCNJ6_HUMAN
g33772	Apoly010272	ZB16A_DANRE
g33773	Apoly010273	APLP2_MOUSE
g33774	Apoly010274	ST14_MOUSE
g33775	Apoly010275	KIRR1_RAT
g33779	Apoly010276	NPHN_HUMAN
g3378	Apoly025436	FCRLA_HUMAN
g33781	Apoly010278	PLM_CANLF
g33782	Apoly010279	No_ID
g33783	Apoly010280	FCGBP_HUMAN
g33784	Apoly010281	FCGBP_HUMAN
g33785	Apoly010282	FCGBP_HUMAN
g33787	Apoly010284	FXYD7_MOUSE
g33788	Apoly010285	IKBD_HUMAN
g33789	Apoly010286	No_ID
g33790	Apoly010287	TYOBP_PANTR
g33791	Apoly010288	No_ID
g33792	Apoly010289	CSK21_RAT
g33794	Apoly010290	PON2_MELGA
g33796	Apoly010291	PON2_CHICK
g33798	Apoly010292	PON2_MELGA
g33799	Apoly010293	PON2_CHICK
g338	Apoly018337	NAT9_HUMAN
g33800	Apoly010294	KCNK5_HUMAN
g33802	Apoly010295	41_MOUSE
g33803	Apoly010296	CSK2B_RAT
g33804	Apoly010297	AIF1L_HUMAN
g33805	Apoly010298	No_ID
g33806	Apoly010299	No_ID
g33807	Apoly010300	CP17A_RANDY
g33808	Apoly010301	TENA_CHICK
g33809	Apoly010302	No_ID
g3381	Apoly025438	No_ID
g33810	Apoly010303	CO4_RAT
g33811	Apoly010304	MRC1_MOUSE
g33812	Apoly010305	RXRBA_DANRE
g33813	Apoly010306	FHOD3_HUMAN
g33814	Apoly010307	S6A19_RAT
g33815	Apoly010308	S40A1_MOUSE
g33816	Apoly010309	RPGF5_MOUSE
g33817	Apoly010310	RPGF5_HUMAN
g33818	Apoly010311	DYH11_HUMAN
g3382	Apoly025439	No_ID
g33822	Apoly010312	SP8_DANRE
g33824	Apoly010313	MACC1_HUMAN
g33825	Apoly010314	TWST2_RAT
g33828	Apoly010315	HDA9B_DANRE
g33831	Apoly010316	ANR28_HUMAN
g33832	Apoly010317	HACL1_HUMAN
g33833	Apoly010318	COLQ_TORMA
g33834	Apoly010319	PKHA8_DANRE
g33835	Apoly010320	FKB14_MOUSE
g33836	Apoly010321	CHIO_HUMAN
g33837	Apoly010322	CPVL_HUMAN
g33838	Apoly010323	CREB5_HUMAN
g33839	Apoly010324	JAZF1_PONAB
g33840	Apoly010325	TXB1B_DANRE
g33841	Apoly010326	3HIDH_HUMAN
g33842	Apoly010327	HXADB_TAKRU
g33843	Apoly010328	HXABB_TAKRU
g33844	Apoly010329	HXAAB_TAKRU
g33845	Apoly010330	HXA9B_TAKRU
g33846	Apoly010331	HXA2B_DANRE
g33847	Apoly010332	SKAP2_TAKRU
g33849	Apoly010333	SNXAA_DANRE
g3385	Apoly025440	No_ID
g33850	Apoly010334	CBX3_MOUSE
g33852	Apoly010335	PDE11_TAKRU
g33853	Apoly010336	CG031_HUMAN
g33855	Apoly010337	OSBL3_HUMAN
g33856	Apoly010338	GSDME_HUMAN
g33857	Apoly010339	No_ID
g33858	Apoly010340	MPP6_MOUSE
g33859	Apoly010341	NSMA5_DANRE
g3386	Apoly025441	No_ID
g33860	Apoly010342	LFG1_HUMAN
g33861	Apoly010343	RBM24_DANRE
g33862	Apoly010344	KI13A_HUMAN
g33864	Apoly010345	NHLC1_HUMAN
g33865	Apoly010346	PTSS1_DANRE
g33866	Apoly010347	NCAN_PANTR
g33868	Apoly010348	MRC1_HUMAN
g3387	Apoly025442	LITD1_HUMAN
g33871	Apoly010350	No_ID
g33872	Apoly010351	No_ID
g33874	Apoly010352	No_ID
g3388	Apoly025443	No_ID
g33881	Apoly010353	No_ID
g33882	Apoly010354	No_ID
g33883	Apoly010355	PKH4B_HUMAN
g33885	Apoly010356	NKD2L_DANRE
g33886	Apoly010357	PCH2_HUMAN
g33887	Apoly010358	BRD9_DANRE
g33888	Apoly010359	ZDH11_MOUSE
g33889	Apoly010360	TPPP_HUMAN
g33890	Apoly010361	CEP72_DANRE
g33891	Apoly010362	No_ID
g33892	Apoly010363	KIFC3_MOUSE
g33893	Apoly010364	CCD12_MOUSE
g33894	Apoly010365	NBEL2_DANRE
g33895	Apoly010366	NBEL2_DANRE
g33897	Apoly010367	TNR16_CHICK
g33899	Apoly010368	SETD2_MOUSE
g33900	Apoly010369	SETD2_MOUSE
g33902	Apoly010370	UPP1_MOUSE
g33903	Apoly010371	STMN2_MOUSE
g33904	Apoly010372	HEY1_XENTR
g33906	Apoly010373	FABP4_PIG
g33907	Apoly010374	FA8A1_HUMAN
g33910	Apoly010377	ATX1_MOUSE
g33914	Apoly010379	MINY3_DANRE
g33915	Apoly010380	ACL4_SCHPO
g33916	Apoly010381	Z804A_HUMAN
g33919	Apoly010382	STEA4_HUMAN
g3392	Apoly025468	SNAI2_HUMAN
g33920	Apoly010383	CRP_PIG
g33921	Apoly010384	SAMP_MOUSE
g33922	Apoly010385	STEA4_HUMAN
g33923	Apoly010386	GAPR1_MOUSE
g33924	Apoly010387	NACA_ORENI
g33925	Apoly010388	FAKD4_XENTR
g33926	Apoly010389	ATP4A_XENLA
g33927	Apoly010390	DEND3_MOUSE
g33928	Apoly010391	GPR20_HUMAN
g33929	Apoly010392	DGAT1_MOUSE
g3393	Apoly014058	TAAR6_PANTR
g33932	Apoly010393	SCRT2_MOUSE
g33936	Apoly010394	IN80C_MOUSE
g33937	Apoly010395	GALT1_BOVIN
g33938	Apoly010396	TM245_BOVIN
g33939	Apoly010397	FRS1L_MOUSE
g3394	Apoly014059	TAAR4_RAT
g33944	Apoly010398	ALG2_HUMAN
g33945	Apoly010399	SC61B_PONAB
g3395	Apoly014060	HIPK1_MOUSE
g33953	Apoly010400	NR4A3_HUMAN
g33956	Apoly010401	STX17_HUMAN
g33957	Apoly010402	ERP44_BOVIN
g33958	Apoly010403	INVS_DANRE
g33959	Apoly010404	TEX10_DANRE
g33960	Apoly010405	No_ID
g33961	Apoly010406	R12BA_MOUSE
g33962	Apoly010407	MKS3_HUMAN
g33963	Apoly010408	PDP1_PONAB
g33965	Apoly010409	CAD17_HUMAN
g33966	Apoly010410	GEM_HUMAN
g33967	Apoly010411	RA54B_CHICK
g33968	Apoly010412	FSBP_HUMAN
g33970	Apoly010413	RNF41_XENLA
g33971	Apoly010414	VIR_HUMAN
g33972	Apoly010415	ESRP1_HUMAN
g33973	Apoly010416	PTN3_HUMAN
g33974	Apoly010417	No_ID
g33975	Apoly010418	SGK1_RABIT
g33976	Apoly010419	TM244_HUMAN
g33977	Apoly010420	LMBL3_HUMAN
g33980	Apoly010421	No_ID
g33981	Apoly010422	MSH5_HUMAN
g33982	Apoly010423	HB2D_CANLF
g33984	Apoly010424	F1711_XENLA
g33985	Apoly010425	NMT2_DANRE
g33986	Apoly010426	RPP38_MOUSE
g33987	Apoly010427	OCTC_BOVIN
g33988	Apoly010428	MDR1_HUMAN
g33989	Apoly010429	RUN3B_DANRE
g3399	Apoly014061	PAR14_MOUSE
g33990	Apoly010430	S2540_DANRE
g33991	Apoly010431	DBF4A_CRIGR
g33995	Apoly010432	CLD12_PONAB
g33996	Apoly010433	ADA22_HUMAN
g33998	Apoly010434	GTPBA_HUMAN
g34	Apoly018200	BICRL_MOUSE
g3400	Apoly014062	No_ID
g34001	Apoly010435	OSGI2_HUMAN
g34002	Apoly010436	NBN_DANRE
g34003	Apoly010437	MSMP_MOUSE
g34004	Apoly010438	No_ID
g34005	Apoly010439	No_ID
g34006	Apoly010440	THEM4_XENLA
g34008	Apoly010441	RORA_HUMAN
g34009	Apoly010442	ECM1_RAT
g3401	Apoly014063	IF44L_HUMAN
g34010	Apoly010443	PI51A_RAT
g34012	Apoly010444	CRP_PIG
g34013	Apoly010445	PSMD4_HUMAN
g34014	Apoly010446	Z687A_DANRE
g34015	Apoly010447	OTOAN_MOUSE
g34016	Apoly010448	RIAD1_HUMAN
g34017	Apoly010449	IL6RA_HUMAN
g34018	Apoly010450	AT8B2_HUMAN
g34022	Apoly010451	AQP10_HUMAN
g34023	Apoly010452	IL16_MACMU
g34024	Apoly010453	CA043_MOUSE
g34026	Apoly010454	TUFT1_BOVIN
g34027	Apoly010455	CING_DANRE
g34029	Apoly010456	SHE_HUMAN
g34030	Apoly010457	ACHB2_RAT
g34031	Apoly010458	S10A1_MISFO
g34032	Apoly010459	No_ID
g34033	Apoly010460	PBIP1_HUMAN
g34035	Apoly010461	LENEP_RAT
g34036	Apoly010462	SHC1_HUMAN
g34042	Apoly010465	FAD1_DANRE
g34043	Apoly010466	EFNA4_MOUSE
g34060	Apoly010468	EFNA3_HUMAN
g34064	Apoly010469	EFNA1_XENLA
g34066	Apoly010470	SWET1_DANRE
g34068	Apoly010471	TRI46_MOUSE
g34069	Apoly010472	TM107_XENLA
g34070	Apoly010473	S10AA_MOUSE
g34071	Apoly010474	KTAP2_CANLF
g34072	Apoly010475	S10A6_HUMAN
g34073	Apoly010476	CAH14_HUMAN
g34074	Apoly010477	No_ID
g34077	Apoly010478	RABP2_HUMAN
g34081	Apoly010479	ITA10_HUMAN
g34082	Apoly010480	RPC3_DANRE
g34083	Apoly010481	RN115_MOUSE
g34084	Apoly010482	GLCM_PONAB
g34085	Apoly010483	RT29_HUMAN
g34087	Apoly010484	ASH1L_MOUSE
g34088	Apoly010485	ASH1L_MOUSE
g34090	Apoly010486	RUSC1_HUMAN
g34091	Apoly010487	No_ID
g34092	Apoly010488	FPPS_CHICK
g34094	Apoly010489	F189B_MOUSE
g34097	Apoly010490	RAB13_DANRE
g34098	Apoly010491	RS27_XENLA
g34103	Apoly010492	No_ID
g34106	Apoly010493	No_ID
g34108	Apoly010494	KCNN3_HUMAN
g34111	Apoly010495	DSRAD_HUMAN
g34112	Apoly010496	ACHA7_HUMAN
g34114	Apoly010497	SNX27_BOVIN
g34115	Apoly010498	S10A6_MOUSE
g34116	Apoly010499	No_ID
g34119	Apoly010500	VGFAA_DANRE
g3412	Apoly014064	YTX2_XENLA
g34123	Apoly010502	RRP15_RAT
g34125	Apoly010503	TGFB2_XENLA
g34127	Apoly010504	GBB3_CANLF
g34128	Apoly010505	CDCA3_XENLA
g34129	Apoly010506	PEX5_RAT
g34131	Apoly010507	CSTN3_MOUSE
g34132	Apoly010508	MBOA5_RAT
g34133	Apoly010509	TPISB_DANRE
g34134	Apoly010510	ZNF18_HUMAN
g34135	Apoly010511	ATN1_RAT
g34136	Apoly010512	No_ID
g34137	Apoly010513	ATN1_RAT
g34138	Apoly010514	No_ID
g34139	Apoly010515	ENOG_RAT
g34141	Apoly010516	MLF2_MOUSE
g34142	Apoly010517	CDC42_RAT
g34143	Apoly010518	WNT4A_DANRE
g34146	Apoly010519	CHD4_MOUSE
g34147	Apoly010520	CHD4_HUMAN
g34148	Apoly010521	PTN6_HUMAN
g34150	Apoly010523	RET1_BOVIN
g34151	Apoly010524	No_ID
g34152	Apoly010525	TNR5_PIG
g34153	Apoly010526	CASP_MESAU
g34154	Apoly010527	C1RA_MOUSE
g34155	Apoly010528	TPSNR_HUMAN
g34157	Apoly010529	RM51_DANRE
g34159	Apoly010531	C1R_PONAB
g34160	Apoly010532	TPSNR_HUMAN
g34161	Apoly010533	SYB_TETCF
g34163	Apoly010534	RM51_DANRE
g34164	Apoly010535	LAG3_MOUSE
g34165	Apoly010536	PKHG6_MOUSE
g34166	Apoly010537	TNR1A_PIG
g34167	Apoly010538	No_ID
g34168	Apoly010539	TNR5_BOVIN
g34169	Apoly010540	G3P_DANRE
g34170	Apoly010541	ANFC1_ORYLA
g34172	Apoly010542	CND1_XENLA
g34173	Apoly010543	ING4_CHICK
g34174	Apoly010544	NOP2_MOUSE
g34175	Apoly010545	NEP1_MOUSE
g34176	Apoly010546	H15_RAT
g34177	Apoly010547	KELL_HUMAN
g34179	Apoly010549	ZYX_CHICK
g3418	Apoly014065	YTX2_XENLA
g34184	Apoly010551	F131B_BOVIN
g34186	Apoly010552	CLCN1_MOUSE
g34187	Apoly010553	CLCN1_RAT
g34190	Apoly010554	CASP2_CHICK
g34191	Apoly010555	RPGP2_MOUSE
g34192	Apoly010556	GSTK1_HUMAN
g34193	Apoly010557	STYK1_HUMAN
g34194	Apoly010558	PHC1_HUMAN
g34195	Apoly010559	PHC1_HUMAN
g34196	Apoly010560	GTR3_CHICK
g34205	Apoly010561	EPHB5_CHICK
g34206	Apoly010562	TRPV6_MOUSE
g34207	Apoly010563	ARHG5_HUMAN
g34208	Apoly010564	GBRL1_XENTR
g34209	Apoly010565	CD69_MOUSE
g34210	Apoly010566	MPRD_RAT
g34211	Apoly010567	CX6B1_HUMAN
g34213	Apoly010569	RAIN_HUMAN
g34219	Apoly010570	IL11_RAT
g34220	Apoly010571	ZN628_HUMAN
g34222	Apoly010573	NAT14_DANRE
g34223	Apoly010574	AICDA_HUMAN
g34224	Apoly010575	NECP1_BOVIN
g34225	Apoly010576	NECP1_MOUSE
g34226	Apoly010577	MFAP2_BOVIN
g34229	Apoly010578	SBK2_RAT
g34231	Apoly010579	EPN1_MOUSE
g34232	Apoly010580	No_ID
g34233	Apoly010581	FOXJ2_XENTR
g34234	Apoly010582	ISOC2_DANRE
g34235	Apoly010583	ATG12_BOVIN
g34236	Apoly010584	GSG1L_XENTR
g34237	Apoly010585	VISI_CHICK
g34238	Apoly010586	No_ID
g34240	Apoly010587	No_ID
g34241	Apoly010588	JIP4_MOUSE
g34243	Apoly010589	JIP4_HUMAN
g34244	Apoly010590	TM238_MOUSE
g34245	Apoly010591	CC106_BOVIN
g34246	Apoly010592	U2AF2_MOUSE
g34248	Apoly010593	No_ID
g34250	Apoly010594	CCG6_RAT
g34252	Apoly010595	CCG8_RAT
g34253	Apoly010596	SANT_PLAFF
g34256	Apoly010597	KPCA_RABIT
g34260	Apoly010598	NMDE4_RAT
g34261	Apoly010599	NMDE4_HUMAN
g34271	Apoly010600	PITC1_XENTR
g34275	Apoly010601	MRTFA_HUMAN
g34276	Apoly010602	ZN524_HUMAN
g34278	Apoly010603	LEV9_CAEEL
g34279	Apoly010604	HLF_RAT
g34282	Apoly010606	ZN865_XENTR
g34283	Apoly010607	ZN865_XENTR
g34286	Apoly010609	SHSA7_MOUSE
g34287	Apoly010610	UBE2S_DANRE
g34288	Apoly010611	JOS2_MOUSE
g34289	Apoly010612	TTYH1_XENTR
g34290	Apoly010613	LENG9_MOUSE
g34291	Apoly010614	FLCN_HUMAN
g34293	Apoly010615	No_ID
g34295	Apoly010616	GRWD1_RAT
g34297	Apoly010617	GRWD1_HUMAN
g34298	Apoly010618	BORG3_MOUSE
g343	Apoly018338	5HT3A_HUMAN
g34300	Apoly010620	LENG8_DANRE
g34301	Apoly010621	LENG8_DANRE
g34303	Apoly010622	RFX1L_DANRE
g34307	Apoly010623	RS9_RAT
g34308	Apoly010624	MBOA7_DANRE
g34309	Apoly010625	TMC7_MOUSE
g34310	Apoly010626	LENG1_HUMAN
g34311	Apoly010627	PRP31_DANRE
g34312	Apoly010628	No_ID
g34314	Apoly010629	MP17L_XENLA
g34315	Apoly010630	No_ID
g34316	Apoly010631	HMGX3_HUMAN
g34317	Apoly010632	RL18_ORENI
g34319	Apoly010633	CYH2_CHLAE
g34320	Apoly010634	NPTX2_RAT
g34323	Apoly010635	BAIP2_HUMAN
g34324	Apoly010636	NDUA3_PANTR
g34325	Apoly010637	TFPT_MOUSE
g34326	Apoly010638	CNOT3_MOUSE
g34329	Apoly010639	CIART_MOUSE
g34330	Apoly010640	PRPF3_CHICK
g34331	Apoly010641	RPRD2_HUMAN
g34334	Apoly010642	No_ID
g34335	Apoly010643	ATL4_HUMAN
g3434	Apoly014066	BTNL9_MOUSE
g34342	Apoly010644	THSD4_HUMAN
g34348	Apoly010645	CELF3_DANRE
g34349	Apoly010646	ARNT_ONCMY
g3435	Apoly014067	No_ID
g34350	Apoly010647	ARNT_ONCMY
g34353	Apoly010648	STB1B_DANRE
g34354	Apoly010649	REC8_RAT
g34355	Apoly010650	CLK2_MOUSE
g34357	Apoly010651	CLK2_HUMAN
g34359	Apoly010652	CP11B_LITCT
g34360	Apoly010653	KPYM_XENLA
g34362	Apoly010654	KPYM_HUMAN
g34365	Apoly010655	HCN4_HUMAN
g34366	Apoly010656	NDUV1_BOVIN
g34367	Apoly010657	KHDC4_DANRE
g3437	Apoly014068	No_ID
g34371	Apoly010658	UR2R_RAT
g34372	Apoly010659	KCNJ2_RAT
g34374	Apoly010660	MYH10_RAT
g34376	Apoly010661	MYH9_CANLF
g34377	Apoly010662	MYH10_HUMAN
g34383	Apoly010663	CCG8_RAT
g34384	Apoly010664	SCX_CHICK
g34387	Apoly006920	AL4A1_DANRE
g34388	Apoly006921	RN123_HUMAN
g34389	Apoly006922	RN123_MOUSE
g34390	Apoly006923	AMGO3_HUMAN
g34391	Apoly006924	RN123_HUMAN
g34392	Apoly006925	AL4A1_DANRE
g34394	Apoly006926	ASCL5_HUMAN
g34395	Apoly006927	PR15B_MOUSE
g34398	Apoly006928	P3C2B_HUMAN
g34399	Apoly006929	P3C2B_HUMAN
g34401	Apoly006931	P3C2B_HUMAN
g34409	Apoly006932	No_ID
g34410	Apoly006933	No_ID
g34414	Apoly006934	MKROS_HUMAN
g34416	Apoly006936	MKRN2_SERQU
g34420	Apoly006937	F107B_MOUSE
g34422	Apoly006938	SEN2_HUMAN
g34424	Apoly006940	RBM39_HUMAN
g34425	Apoly006941	PDP1_BOVIN
g34426	Apoly006942	ISY1_MOUSE
g34427	Apoly006943	ISY1_RAT
g34428	Apoly006944	HDHD5_HUMAN
g34430	Apoly006945	CAPAM_HUMAN
g34431	Apoly006946	No_ID
g34432	Apoly006947	TDIF1_HUMAN
g34433	Apoly006948	RPB11_HUMAN
g34434	Apoly006949	UBE2C_XENLA
g34435	Apoly006950	R9BP_DANRE
g34436	Apoly006951	RN182_AILME
g34437	Apoly006952	RSMB_MACEU
g34438	Apoly006953	RLGPB_HUMAN
g34439	Apoly006954	KCNQ2_RAT
g34440	Apoly006955	KHK_HUMAN
g34441	Apoly006956	PLTP_HUMAN
g34442	Apoly006957	DDX27_HUMAN
g34444	Apoly006958	CCD71_MOUSE
g34445	Apoly006959	STAB1_HUMAN
g34447	Apoly006960	NISCH_RAT
g34448	Apoly006961	No_ID
g34449	Apoly006962	HGH1_DANRE
g34450	Apoly006963	TM263_HUMAN
g34451	Apoly006964	RBBP5_HUMAN
g34452	Apoly006965	GP152_MOUSE
g34455	Apoly006966	BTNL1_MOUSE
g34456	Apoly006967	DCAF1_HUMAN
g34469	Apoly006968	DOCK3_HUMAN
g34470	Apoly006969	No_ID
g34471	Apoly006970	BTNLA_MOUSE
g34473	Apoly006971	DOCK3_HUMAN
g34485	Apoly006972	DCAF1_HUMAN
g34486	Apoly006973	BTNL1_MOUSE
g34488	Apoly006974	No_ID
g34492	Apoly006975	PWP3A_BOVIN
g34495	Apoly006976	GP152_MOUSE
g34496	Apoly006977	RBBP5_HUMAN
g345	Apoly018340	RN157_HUMAN
g34500	Apoly006978	NSMA3_DANRE
g34502	Apoly006979	SEM3D_MOUSE
g34504	Apoly006980	SEM3D_MOUSE
g34505	Apoly006981	SSUH2_HUMAN
g34506	Apoly006982	DLRB1_HUMAN
g34507	Apoly006983	MLP3A_BOVIN
g34508	Apoly006984	IF6_XENLA
g3451	Apoly014070	TITIN_MOUSE
g34510	Apoly006985	MMP24_MOUSE
g34512	Apoly006986	FA83C_MOUSE
g34515	Apoly006988	UQCC1_XENLA
g3452	Apoly014071	TITIN_HUMAN
g34522	Apoly006989	GDF5_MOUSE
g3453	Apoly014072	LORF1_MOUSE
g34531	Apoly006991	SDC4_RAT
g34533	Apoly006992	OSER1_HUMAN
g34535	Apoly006993	MANF_BOVIN
g34538	Apoly006995	RB15B_MOUSE
g34539	Apoly006996	PCBP4_MOUSE
g3454	Apoly014073	TITIN_MOUSE
g34555	Apoly006997	DAG1_HUMAN
g3458	Apoly014074	TITIN_MOUSE
g34584	Apoly006998	NICN1_MOUSE
g346	Apoly018341	SRSF2_CHICK
g3460	Apoly014075	TITIN_HUMAN
g34602	Apoly006999	GRM7_RAT
g34606	Apoly007000	GRM7_RAT
g3461	Apoly014076	MYPC3_CHICK
g34615	Apoly007002	RBP2A_PLAF7
g34616	Apoly007003	ODPB_RAT
g34617	Apoly007004	PXK_MOUSE
g34618	Apoly007005	HTD2_HUMAN
g34619	Apoly007006	ABH6A_XENLA
g3462	Apoly014077	TITIN_MOUSE
g34620	Apoly007007	CD276_XENLA
g34621	Apoly007008	VTCN1_HUMAN
g34622	Apoly007009	No_ID
g34625	Apoly007010	CD276_RAT
g34627	Apoly007011	VSIG1_CHICK
g34628	Apoly007012	BT2A1_HUMAN
g34629	Apoly007013	BT2A1_HUMAN
g34630	Apoly007014	CD276_XENLA
g34631	Apoly007015	No_ID
g34632	Apoly007016	No_ID
g34636	Apoly007017	S12A5_HUMAN
g34638	Apoly007018	NCOA5_HUMAN
g34639	Apoly007019	CAZA1_HUMAN
g34640	Apoly007020	M10B1_DANRE
g34641	Apoly007021	RHOAD_DANRE
g34643	Apoly007022	PPM1H_RAT
g34644	Apoly007023	F19A2_HUMAN
g34650	Apoly007024	MOT1_BOVIN
g34651	Apoly007025	SYCP1_HUMAN
g34652	Apoly007026	SC5A8_DANRE
g34653	Apoly007027	SC5A8_DANRE
g34654	Apoly007028	TSHB_ONCMY
g34655	Apoly007029	GHC1_HUMAN
g34656	Apoly007030	CD9_MOUSE
g34657	Apoly007031	NGF_XIPMA
g3466	Apoly014078	CC141_HUMAN
g34660	Apoly007032	KCNA3_MOUSE
g34665	Apoly007034	KCNA2_HUMAN
g34669	Apoly007035	KCA10_CHICK
g34670	Apoly007036	B2L14_HUMAN
g34671	Apoly007037	RLA2_BRUMA
g34672	Apoly007038	AA1R_BOVIN
g34674	Apoly007039	AA3R_RABIT
g34677	Apoly007040	TULP1_HUMAN
g34679	Apoly007041	TEAD3_CHICK
g34680	Apoly007042	NSMA_MOUSE
g34681	Apoly007043	PKP1_MOUSE
g34682	Apoly007044	TNNT2_RAT
g34683	Apoly007045	CSRP2_MOUSE
g34684	Apoly007046	CENPP_DANRE
g34685	Apoly007047	MIME_BOVIN
g34687	Apoly007048	ASPN_BOVIN
g34689	Apoly007049	ECM2_HUMAN
g34691	Apoly007050	CXAR_MOUSE
g34693	Apoly007051	No_ID
g34694	Apoly007052	No_ID
g34695	Apoly007053	NAT8_HUMAN
g34696	Apoly007054	NAT8_HUMAN
g34698	Apoly007055	CP24A_HUMAN
g34699	Apoly007056	NFAC2_HUMAN
g347	Apoly018342	No_ID
g34700	Apoly007057	MANBL_HUMAN
g34702	Apoly007058	SRC_DANRE
g34706	Apoly007059	APCD1_XENLA
g34707	Apoly007060	YTX2_XENLA
g34708	Apoly007061	VAPB_BOVIN
g34709	Apoly007062	RB22A_MOUSE
g3471	Apoly014079	LRRX1_DICDI
g34710	Apoly007063	PP4R1_RAT
g34712	Apoly007065	BN3D2_DANRE
g34713	Apoly007066	COX14_DANRE
g34714	Apoly007067	CERS5_HUMAN
g34715	Apoly007068	GPDA_TAKRU
g34716	Apoly007069	SMRD1_MOUSE
g3472	Apoly014080	YB145_PLAF7
g34720	Apoly007070	ASIC1_OPSTA
g34723	Apoly007071	ELA1_SALSA
g34724	Apoly007072	ELA1_SALSA
g34725	Apoly007073	ELA1_SALSA
g34726	Apoly007074	ELA1_SALSA
g34728	Apoly007075	TDGF1_HUMAN
g34729	Apoly007076	No_ID
g34735	Apoly007077	DCC_HUMAN
g34738	Apoly007078	DCC_RAT
g3474	Apoly014081	CROCC_MOUSE
g34740	Apoly007079	DCC_HUMAN
g34747	Apoly007081	ELA1_SALSA
